nombre,posicion,cant_mundiales,lista_mundiales,clubes_en_mundiales,paises_clubes,fecha_nacimiento,fecha_iso,lugar_nacimiento,depto,pais_nacimiento,Latitud,Longitud,wiki_enlace,url_imagen
Cristian Rodríguez,Centrocampista,2,"2014, 2018","Atlético de Madrid, Peñarol","España, Uruguay",30 de septiembre de 1985,9/30/1985,"Juan Lacaze, Colonia",Colonia,Uruguay,-34.43126,-57.44229,https://es.wikipedia.org/wiki/Cristian_Rodríguez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/cristian_rodriguez_auf.jpg
César Vega,Defensa,1,1986,Danubio,Uruguay,2 de septiembre de 1959,9/2/1959,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://www.auf.org.uy/cesar-vega/,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/cesar_vega_giovinatti.jpg
Dagoberto Fontes,Delantero,1,1970,Defensor,Uruguay,6 de junio de 1943,6/6/1943,Maldonado,Maldonado,Uruguay,-34.89794,-54.95004,https://es.wikipedia.org/wiki/Dagoberto_Fontes,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/dagoberto_fontes_.jpg
Daniel Fonseca,Delantero,1,1990,Nacional,Uruguay,13 de septiembre de 1969,9/13/1969,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Daniel_Fonseca,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/fonsecadaniel.jpg
Darwin Núñez,Delantero,2,"2022, 2026","Liverpool, Al-Hilal","Inglaterra, Arabia Saudita",24 de junio de 1999,6/24/1999,Artigas,Artigas,Uruguay,-30.40432,-56.46923,https://es.wikipedia.org/wiki/Darwin_Núñez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/nunez-darwin-ct.jpg
Darío Pereyra,Defensa,1,1986,São Paulo,Brasil,19 de octubre de 1956,10/19/1956,"Sauce, Canelones",Canelones,Uruguay,-34.65021,-56.06534,https://es.wikipedia.org/wiki/Darío_Pereyra,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/dario_pereyra_.jpg
Darío Rodríguez,Defensa,1,2002,Peñarol,Uruguay,17 de septiembre de 1974,9/17/1974,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Darío_Rodríguez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/dario_rodriguez_afp.jpg
Darío Silva,Delantero,1,2002,Málaga,España,2 de noviembre de 1972,11/2/1972,Treinta y Tres,Treinta y Tres,Uruguay,-33.23214,-54.38668,https://es.wikipedia.org/wiki/Darío_Silva,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/dario_silva_gettyimages.jpg
Denis Milar,Delantero,1,1974,Liverpool,Uruguay,20 de junio de 1952,6/20/1952,Rocha,Rocha,Uruguay,-34.48107,-54.32904,https://es.wikipedia.org/wiki/Denis_Milar,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/denis_milar_gv.jpg
Diego Forlán,Delantero,3,"2002, 2010, 2014","Manchester United, Atlético de Madrid, Cerezo Osaka","Inglaterra, España, Japón",19 de mayo de 1979,5/19/1979,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Diego_Forlán,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/diego_forlan_gettyimages.jpg
Diego Godín,Defensa,4,"2010, 2014, 2018, 2022","Villarreal, Atlético de Madrid, Atlético de Madrid, Vélez Sarsfield","España, España, España, Argentina",16 de febrero de 1986,2/16/1986,"Rosario, Colonia",Colonia,Uruguay,-34.31210,-57.35094,https://es.wikipedia.org/wiki/Diego_Godín,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/godin-diego-2022.jpg
Diego Laxalt,Centrocampista,1,2018,Genoa,Italia,7 de febrero de 1993,2/7/1993,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Diego_Laxalt,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/diego_laxalt_auf.jpg
Diego Lugano,Defensa,2,"2010, 2014","Fenerbahçe, West Bromwich Albion","Turquía, Inglaterra",2 de noviembre de 1980,11/2/1980,Canelones,Canelones,Uruguay,-34.52468,-56.28121,https://es.wikipedia.org/wiki/Diego_Lugano,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/diego_lugano_gettyimages.jpg
Diego Pérez,Centrocampista,2,"2010, 2014","Mónaco, Bologna","Francia, Italia",18 de mayo de 1980,5/18/1980,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Diego_Pérez_Aguado,https://img.a.transfermarkt.technology/portrait/big/s_20378_1025_2013_09_23_1.jpg?lm=1
Domingo Pérez,Delantero,2,"1962, 1966",Nacional,Uruguay,7 de junio de 1936,6/7/1936,Paysandú,Paysandú,Uruguay,-32.31683,-58.08005,https://es.wikipedia.org/wiki/Domingo_Salvador_Pérez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/domingo_perez_2.jpg
Domingo Tejera,Defensa,1,1930,Montevideo Wanderers,Uruguay,27 de septiembre de 1899,9/27/1899,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Domingo_Tejera,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/domingo_tejera_2.jpg
Edgardo González,Defensa,1,1962,Peñarol,Uruguay,30 de septiebre de 1936,9/30/1936,Colonia del Sacramento,Colonia,Uruguay,-34.46353,-57.83460,https://www.auf.org.uy/edgardo-gonzalez/,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/edgardo_gonzalez_.jpg
Edinson Cavani,Delantero,4,"2010, 2014, 2018, 2022","Palermo, Paris Saint-Germain, París Saint-Germain, Valencia","Italia, Francia, Francia, España",14 de febrero de 1987,2/14/1987,Salto,Salto,Uruguay,-31.38794,-57.96118,https://es.wikipedia.org/wiki/Edinson_Cavani,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/cavani-2022.jpg
Eduardo Acevedo,Defensa,1,1986,Defensor,Uruguay,25 de septiembre de 1959,9/25/1959,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Eduardo_Mario_Acevedo,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/eduardo_acevedo_.jpg
Eduardo Pereira,Guardameta,1,1990,Independiente,Argentina,21 de marzo de 1954,3/21/1954,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Eduardo_Pereira,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/eduardo_pereira_un.jpg
Egidio Arévalo Ríos,Centrocampista,2,"2010, 2014","Peñarol, Monarcas Morelia","Uruguay, México",1 de enero de 1982,1/1/1982,Paysandú,Paysandú,Uruguay,-32.31683,-58.08005,https://es.wikipedia.org/wiki/Egidio_Arévalo_Ríos,https://upload.wikimedia.org/wikipedia/commons/8/8c/U17_Egidio_Ar%C3%A9valo_R%C3%ADos_7559.jpg
Eliseo Rivero,Defensa,1,1986,Peñarol,Uruguay,27 de diciembre de 1957,12/27/1957,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Eliseo_Rivero,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/eliseo_rivero_un.jpg
Eliseo Álvarez,Defensa,2,"1962, 1966","Nacional, Rampla Juniors",Uruguay,9 de agosto de 1940,8/9/1940,Salto,Salto,Uruguay,-31.38794,-57.96118,https://en.wikipedia.org/wiki/Eliseo_%C3%81lvarez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/eliseo_alvarez_.jpg
Emilio Recoba,Defensa,1,1930,Nacional,Uruguay,3 de noviembre de 1903,11/3/1903,"Palermo, Montevideo",Montevideo,Uruguay,-34.91068,-56.17980,https://es.wikipedia.org/wiki/Emilio_Recoba,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/emilio_recoba_.jpg
Emilio Álvarez,Defensa,2,"1962, 1966",Nacional,Uruguay,10 de febrero de 1939,2/10/1939,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Emilio_Walter_Álvarez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/emilio_alvarez_.jpg
Enrique Ballesteros,Guardameta,1,1930,Rampla Juniors,Uruguay,18 de enero de 1905,1/18/1905,Colonia del Sacramento,Colonia,Uruguay,-34.46353,-57.83460,https://es.wikipedia.org/wiki/Enrique_Ballesteros,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjdTtnKYV3-DtRQ10b1hNPtwqrOi4NyjEt3_tY1eQAU2biLKjDzswiz4IMSC73y78aHergnCmxKqBoarc9-zLbD8Ui6Uf873gKkQIQiI9bsre-QS0MS2qCqK7_I7VZH_0f4UQt6s4736MLo/s320/ballesteros.jpg
Enzo Francescoli,Delantero,2,"1986, 1990","River Plate, Marsella","Argentina, Francia",12 de noviembre de 1961,11/12/1961,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Enzo_Francescoli,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/enxofrancescoli.jpg
Ernesto Mascheroni,Defensa,1,1930,Peñarol,Uruguay,21 de noviembre de 1907,11/21/1907,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Ernesto_Mascheroni,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/ernesto_mascheroni.jpg
Ernesto Vidal,Delantero,1,1950,Peñarol,Uruguay,15 de noviembre de 1921,11/15/1921,Buje (anteriormente Buie d'Istria),,Croacia (anteriormente Italia),45.40832,13.65881,https://es.wikipedia.org/wiki/Ernesto_Vidal,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/ernesto_vidal_.jpg
Eusebio Tejera,Defensa,2,"1950, 1954","Nacional, Defensor",Uruguay,6 de enero de 1922,1/6/1922,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Eusebio_Tejera,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/eusebio_tejera_.jpg
Fabián Carini,Guardameta,1,2002,Juventus,Italia,26 de diciembre de 1979,12/26/1979,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Fabián_Carini,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/fabian_carini4.jpg
Fabián O'Neill,Delantero,1,2002,Perugia,Italina,14 de octubre de 1973,10/14/1973,Paso de los Toros,Tacuarembó,Uruguay,-32.81076,-56.52030,https://es.wikipedia.org/wiki/Fabián_O'Neill,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/fabian_o-neil.jpg
Facundo Pellistri,Delantero,2,"2022, 2026","Manchester United, Panathinaikos","Inglaterra, Grecia",20 de diciembre de 2001,12/20/2001,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Facundo_Pellistri,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/pellistri-facundo-ct.jpg
Facundo Torres,Delantero,1,2022,Orlando City,Estados Unidos,13 de abril de 2000,4/13/2000,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Facundo_Torres,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/facuuu.png
Federico Elduayen,Guardameta,1,2002,Peñarol,Uruguay,25 de junio de 1977,6/25/1977,Fray Bentos,Río Negro,Uruguay,-33.12729,-58.29883,https://es.wikipedia.org/wiki/Federico_Elduayen,https://www.elrionegrense.com.uy/wp-content/uploads/2022/06/FEDERICO-ELDUAYEN-ARQUERO-NOTA-PRINCIPAL-FOTO-universitariodesucre.blogspot.com-1-1.jpg#https://www.elrionegrense.com.uy/wp-content/uploads/2022/06/FEDERICO-ELDUAYEN-ARQUERO-NOTA-PRINCIPAL-FOTO-universitariodesucre.blogspot.com-1-1.jpg
Federico Magallanes,Delantero,1,2002,Venezia,Italia,22 de agosto de 1976,8/22/1976,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Federico_Magallanes,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/federico_magallanes_gettyimages.jpg
Federico Valverde,Centrocampista,2,"2022, 2026","Real Madrid, Real Madrid","España, España",22 de julio de 1998,7/22/1998,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Federico_Valverde,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/valverde-federico-ct.jpg
Felipe Revelez,Defensa,1,1990,Nacional,Uruguay,30 de septiembre de 1959,9/30/1959,Rocha,Rocha,Uruguay,-34.48107,-54.32904,https://es.wikipedia.org/wiki/Daniel_Felipe_Revelez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/felipe_revelez_un.jpg
Fernando Morena,Delantero,1,1974,Peñarol,Uruguay,2 de febrero de 1952,2/2/1952,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Fernando_Morena,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/fernando_morena_gv.jpg
Fernando Muslera,Guardameta,5,"2010, 2014, 2018, 2022, 2026","Lazio, Galatasaray, Galatasaray, Galatasaray, Estudiantes de La Plata","Italia, Turquía, Turquía, Turquía, Argentina",16 de junio de 1986,6/16/1986,Buenos Aires,,Argentina,-34.60367,-58.38212,https://es.wikipedia.org/wiki/Fernando_Muslera,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/muslera.jpg
Fernando Álvez,Guardameta,2,"1986, 1990",Peñarol,Uruguay,4 de septiembre de 1959,9/4/1959,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Fernando_Álvez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/fernando_alvez_giovinatti2.jpg
Francisco Cámera,Defensa,1,1970,Bella Vista,Uruguay,1 de enero de 1944,1/1/1944,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://en.wikipedia.org/wiki/Francisco_C%C3%A1mera,https://upload.wikimedia.org/wikipedia/commons/7/7c/Francisco_C%C3%A1mera.jpg
Gabriel Correa,Centrocampista,1,1990,Peñarol,Uruguay,13 de enero de 1968,1/13/1968,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Carlos_Gabriel_Correa_Viana,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gabriel_correa_2.jpg
Gastón Ramírez,Centrocampista,1,2014,Southampton FC,Inglaterra,2 de diciembre de 1990,12/2/1990,Fray Bentos,Río Negro,Uruguay,-33.12729,-58.29883,https://es.wikipedia.org/wiki/Gastón_Ramírez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gaston_ramirez_auf.jpg
Gastón Silva,Defensa,1,2018,Independiente,Argentina,5 de marzo de 1994,3/5/1994,Salto,Salto,Uruguay,-31.38794,-57.96118,https://es.wikipedia.org/wiki/Gastón_Silva,https://auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gaston_silva.jpg
Gianni Guigou,Centrocampista,1,2002,Roma,Italia,22 de febrero de 1975,2/22/1975,Nueva Palmira,Colonia,Uruguay,-33.87427,-58.40708,https://es.wikipedia.org/wiki/Gianni_Guigou,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gianni_guigou_pa.jpg
Giorgian De Arrascaeta,Centrocampista,3,"2018, 2022, 2026","Cruzeiro, Flamengo,  Flamengo","Brasil, Brasil, Brasil",1 de junio de 1994,6/1/1994,Nuevo Berlín,Río Negro,Uruguay,-32.97971,-58.05701,https://es.wikipedia.org/wiki/Giorgian_De_Arrascaeta,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/de-arrascaeta-giorgian-ct.jpg
Gonzalo Sorondo,Defensa,1,2002,Inter de Milán,Italia,9 de octubre de 1979,10/9/1979,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Gonzalo_Sorondo,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gonzalo_sorondo_pa.jpg
Gonzalo de los Santos,Centrocampista,1,2002,Valencia,España,19 de julio de 1976,7/19/1976,Salto,Salto,Uruguay,-31.38794,-57.96118,https://es.wikipedia.org/wiki/Gonzalo_de_los_Santos,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gonzalo_de_los_santos_gettyimages.jpg
Guillermo Escalada,Delantero,1,1962,Nacional,Uruguay,24 de abril de 1936,4/24/1936,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Guillermo_Escalada,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/guillermo_escalada_.jpg
Guillermo Varela,Defensa,3,"2018, 2022, 2026","Peñarol, Flamengo, Flamengo","Uruguay, Brasil, Brasil",24 de marzo de 1993,3/24/1993,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Guillermo_Varela,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/varela-guillermo-ct.jpg
Gustavo De Simone,Defensa,1,1974,Defensor Sporting,Uruguay,23 de abril de 1948,4/23/1948,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Gustavo_De_Simone,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gustavo_de_simone_.jpg
Gustavo Fernández,Guardameta,1,1974,Rentistas,Uruguay,16 de febrero de 1952,2/16/1952,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Gustavo_Fernández_(futbolista_uruguayo),https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gustavo_fernandez_.jpg
Gustavo Mendez,Defensa,1,2002,Nacional,Uruguay,3 de febrero de 1971,2/3/1971,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Gustavo_Mendez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gustavo_mendez_pa2.jpg
Gustavo Munúa,Guardameta,1,2002,Nacional,Uruguay,27 de enero de 1978,1/27/1978,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Gustavo_Munúa,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gustavo_munua_precision-football.jpg
Gustavo Varela,Centrocampista,1,2002,Nacional,Uruguay,14 de mayo de 1978,5/14/1978,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Gustavo_Antonio_Varela,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gustavo_varela_pa.jpg
Horacio Troche,Defensa,2,"1962, 1966","Nacional, Cerro",Uruguay,4 de febrero de 1935,2/4/1935,Nueva Helvecia,Colonia,Uruguay,-34.29074,-57.23528,https://es.wikipedia.org/wiki/Horacio_Troche,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/horacio_troche_.jpg
Hugo De León,Defensa,1,1990,River Plate,Argentina,27 de febrero de 1958,2/27/1958,Rivera,Rivera,Uruguay,-30.90306,-55.54211,https://es.wikipedia.org/wiki/Hugo_De_León,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/hugo_de_leon_un.jpg
Héctor Castro,Delantero,1,1930,Nacional,Uruguay,29 de noviembre de 1904,11/29/1904,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Héctor_Castro,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/hector_castro.jpg
Héctor Salvá,Delantero,1,1966,Danubio,Uruguay,27 de noviembre de 1939,11/27/1939,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Héctor_Salvá,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/hector_salva.jpg
Héctor Santos,Guardameta,2,"1970, 1974","Bella Vista, Alianza Lima",Perú,29 de octubre de 1944,10/29/1944,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Héctor_Santos_(futbolista_uruguayo),https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/hector_santos_.jpg
Héctor Scarone,Delantero,1,1930,Nacional,Uruguay,26 de noviembre de 1898,1898-11-26,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Héctor_Scarone,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/hector_scarone.jpg
Héctor Silva,Delantero,2,"1962, 1966","Danubio, Peñarol",Uruguay,1 de febrero de 1940,2/1/1940,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Héctor_Silva,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/hector_silva_.jpg
Héctor Vilches,Defensa,1,1950,Cerro,Uruguay,14 de febrero de 1926,2/14/1926,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Héctor_Vilches,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/hector_vilches_2.jpg
Ignacio González,Centrocampista,1,2010,Valencia,España,14 de mayo de 1982,5/14/1982,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Ignacio_González_Gatti,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/ignacio_gonzalez_gettyimages.jpg
Ildo Maneiro,Centrocampista,1,1970,Nacional,Uruguay,4 de agosto de 1947,8/4/1947,Mercedes,Soriano,Uruguay,-33.24863,-58.01876,https://es.wikipedia.org/wiki/Ildo_Maneiro,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/ildo_maneiro_.jpg
Javier Ambrois,Delantero,1,1954,Nacional,Uruguay,9 de mayo de 1932,5/9/1932,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Javier_Ambrois,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/javier_ambrois_2.jpg
Javier Zeoli,Guardameta,1,1990,Tenerife,España,2 de mayo de 1962,5/2/1962,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Javier_Zeoli,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/javier_zeoli_un.jpg
Joe Bizera,Defensa,1,2002,Peñarol,Uruguay,17 de mayo de 1980,5/17/1980,Artigas,Artigas,Uruguay,-30.40432,-56.46923,https://es.wikipedia.org/wiki/Joe_Bizera,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/joe_bizera_afp.jpg
Jonathan Urretaviscaya,Centrocampista,1,2018,Monterrey,México,19 de marzo de 1990,3/19/1990,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Jonathan_Urretaviscaya,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jonathan_urretaviscaya_auf.jpg
Jorge Barrios,Centrocampista,1,1986,Olympiakos,Grecia,24 de enero de 1961,1/24/1961,Las Piedras,Canelones,Uruguay,-34.72699,-56.21596,https://es.wikipedia.org/wiki/Jorge_Barrios,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jorge_barrios_un.jpg
Jorge Fucile,Defensa,2,"2010, 2014","FC Porto, FC Porto","Portugal, Portugal",19 de noviembre de 1984,11/19/1984,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Jorge_Fucile,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jorge_fucile_gettyimages.jpg
Jorge Manicera,Defensa,1,1966,Nacional,Uruguay,4 de noviembre de 1938,11/4/1938,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Jorge_Manicera,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jorge_manicera_.jpg
Jorge da Silva,Delantero,1,1986,Atlético Madrid,España,11 de diciembre de 1961,12/11/1961,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Jorge_da_Silva,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jorge_da_silva_un.jpg
José Batista,Defensa,1,1986,Deportivo Español,Argentina,6 de marzo de 1962,3/6/1962,Colonia del Sacramento,Colonia,Uruguay,-34.46353,-57.83460,https://es.wikipedia.org/wiki/José_Batista,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jose_batista_un2.jpg
José Gómez,Delantero,1,1974,Cerro,Uruguay,23 de octubre de 1949,10/23/1949,Paysandú,Paysandú,Uruguay,-32.31683,-58.08005,https://www.transfermarkt.es/jose-gomez/profil/spieler/143464,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jose_gervasio_gomez_gettyimages.jpg
José Herrera,Defensa,1,1990,Figueres,España,17 de junio de 1965,6/17/1965,Tala,Canelones,Uruguay,-34.34346,-55.76313,https://es.wikipedia.org/wiki/José_Óscar_Herrera,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/herrerajose.jpg
José Leandro Andrade,Centrocampista,1,1930,Nacional,Uruguay,22 de noviembre de 1901,11/22/1901,Salto,Salto,Uruguay,-31.38794,-57.96118,https://es.wikipedia.org/wiki/José_Leandro_Andrade,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jose_leandro_andrade_2.jpg
José Luis Pintos Saldanha,Defensa,1,1990,Nacional,Uruguay,25 de marzo de 1964,3/25/1964,Artigas,Artigas,Uruguay,-30.40432,-56.46923,https://es.wikipedia.org/wiki/José_Luis_Pintos_Saldanha,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jose_luis_pintos_saldanha_un.jpg
José Luis Rodríguez,Defensa,1,2022,Nacional,Uruguay,14 de marzo de 1997,3/14/1997,Canelones,Canelones,Uruguay,-34.52468,-56.28121,https://es.wikipedia.org/wiki/José_Luis_Rodríguez_Bebanz,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/pumita111222.png
José Luis Zalazar,Centrocampista,1,1986,Peñarol,Uruguay,26 de octubre de 1963,10/26/1963,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/José_Luis_Zalazar,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/zalazarjl.jpg
José María Giménez,Defensa,4,"2014, 2018, 2022, 2026","Atlético de Madrid, Atlético de Madrid, Atlético de Madrid, Atlético de Madrid","España, España, España, España",20 de enero de 1995,1/20/1995,Toledo,Canelones,Uruguay,-34.74032,-56.09246,https://es.wikipedia.org/wiki/José_María_Giménez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/gimenez-jose-maria-ct.jpg
José Nasazzi,Defensa,1,1930,Bella Vista,Uruguay,24 de marzo de 1901,3/24/1901,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/José_Nasazzi,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jose_nasazzi_2.jpg
José Pedro Cea,Delantero,1,1930,Nacional,Uruguay,1 de septiembre de 1900,9/1/1900,Redondela,,España,42.28185,-8.60917,https://es.wikipedia.org/wiki/José_Pedro_Cea,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/pedr_cea_2.jpg
