nombre,posicion,cant_mundiales,lista_mundiales,clubes_en_mundiales,paises_clubes,fecha_nacimiento,fecha_iso,lugar_nacimiento,depto,pais_nacimiento,Latitud,Longitud,wiki_enlace,url_imagen
José Perdomo,Centrocampista,1,1990,Genoa,Italia,6 de enero de 1965,1/6/1965,Salto,Salto,Uruguay,-31.38794,-57.96118,https://es.wikipedia.org/wiki/José_Perdomo,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Jos%C3%A9_Perdomo.jpg/250px-Jos%C3%A9_Perdomo.jpg
José Santamaría,Defensa,1,1954,Nacional,Uruguay,31 de julio de 1929,7/31/1929,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/José_Santamaría,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Jos%C3%A9_Santamar%C3%ADa_1976.jpg/250px-Jos%C3%A9_Santamar%C3%ADa_1976.jpg
José Sasía,Delantero,2,"1962, 1966","Peñarol, Defensor","Uruguay, Uruguay",27 de diciembre de 1933,12/27/1933,Treinta y Tres,Treinta y Tres,Uruguay,-33.23214,-54.38668,https://es.wikipedia.org/wiki/José_Sasía,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/PepeSas%C3%ADa.png/250px-PepeSas%C3%ADa.png
José Urruzmendi,Delantero,1,1966,Nacional,Uruguay,25 de agosto de 1944,8/25/1944,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/José_Urruzmendi,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/jose_urruzmendi.jpg
Juan Alberto Schiaffino,Delantero,2,"1950, 1954","Peñarol, Peñarol","Uruguay, Uruguay",28 de julio de 1925,7/28/1925,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Juan_Alberto_Schiaffino,https://upload.wikimedia.org/wikipedia/commons/1/1d/Schiaffino_%28cropped%29.jpg
Juan Burgueño,Delantero,1,1950,Danubio,Uruguay,4 de febrero de 1923,2/4/1923,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Juan_Burgueño,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/juan_burgueno_.jpg
Juan Carlos Calvo,Delantero,1,1930,Miramar,Uruguay,26 de junio de 1906,6/26/1906,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Juan_Carlos_Calvo,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/juan_carlos_calvo_.jpg
Juan Carlos González,Centrocampista,1,1950,Peñarol,Uruguay,22 de agosto de 1924,8/22/1924,Colonia del Sacramento,Colonia,Uruguay,-34.46353,-57.83460,https://es.wikipedia.org/wiki/Juan_Carlos_González_Ortiz,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/juan_carlos_gonzalez.jpg
Juan Carlos Masnik,Defensa,1,1974,Nacional,Uruguay,2 de marzo de 1943,3/2/1943,"El Tala, Soriano",Soriano,Uruguay,-33.20831,-57.41738,https://es.wikipedia.org/wiki/Juan_Masnik,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/juan_masnik_.jpg
Juan Castillo,Guardameta,1,2010,Deportivo Cali,Colombia,17 de abril de 1978,4/17/1978,Durazno,Durazno,Uruguay,-33.37896,-56.52452,https://es.wikipedia.org/wiki/Juan_Guillermo_Castillo,https://upload.wikimedia.org/wikipedia/commons/0/04/Juan_Castillo_2.JPG
Juan Eduardo Hohberg,Delantero,1,1954,Peñarol,Uruguay,8 de octubre de 1927,10/8/1927,"Alejo Ledesma, Córdoba",,Argentina,-33.60636,-62.62412,https://es.wikipedia.org/wiki/Juan_Eduardo_Hohberg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Juan_Hohberg.png
Juan Martín Mugica,Defensa,1,1970,Nacional,Uruguay,22 de diciembre de 1943,12/22/1943,"Casa Blanca, Paysandú",Paysandú,Uruguay,-32.39756,-58.15900,https://es.wikipedia.org/wiki/Juan_Martín_Mugica,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Juan_Mujica.png/250px-Juan_Mujica.png
Juan Peregrino Anselmo,Delantero,1,1930,Peñarol,Uruguay,30 de abril de 1902,4/30/1902,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Juan_Peregrino_Anselmo,https://upload.wikimedia.org/wikipedia/commons/0/01/Juan_Anselmo.jpg
Juan Ramón Silva,Delantero,1,1974,Peñarol,Uruguay,5 de agosto de 1948,8/5/1948,Paso de los Toros,Tacuarembó,Uruguay,-32.81076,-56.52030,https://es.wikipedia.org/wiki/Juan_Ramón_Silva,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/RIVER_PLATE-AUCAS_%2816411989891%29.jpg/330px-RIVER_PLATE-AUCAS_%2816411989891%29.jpg
Julio César Abbadie,Delantero,1,1954,Peñarol,Uruguay,7 de setiembre de 1930,9/7/1930,San Ramón,Canelones,Uruguay,-34.29073,-55.95739,https://es.wikipedia.org/wiki/Julio_César_Abbadie,https://upload.wikimedia.org/wikipedia/commons/a/a3/Julio_Abbadie_%28cropped%29.jpg
Julio César Britos,Delantero,1,1950,Peñarol,Uruguay,18 de mayo de 1926,5/18/1926,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Julio_César_Britos,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/julio_cesar_britos_.jpg
Julio César Cortés,Centrocampista,3,"1962, 1966, 1970","Sud América, Peñarol, Peñarol","Uruguay, Uruguay, Uruguay",29 de marzo de 1941,3/29/1941,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Julio_César_Cortés,https://upload.wikimedia.org/wikipedia/commons/8/8e/Julio_C%C3%A9sar_Cort%C3%A9s.png
Julio César Giménez,Centrocampista,1,1974,Peñarol,Uruguay,27 de agosto de 1954,8/27/1954,Artigas,Artigas,Uruguay,-30.40432,-56.46923,https://es.wikipedia.org/wiki/Julio_César_Giménez_(futbolista),https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/julio_cesar_jimenez_gv.jpg
Julio César Morales,Delantero,1,1970,Nacional,Uruguay,16 de febrero de 1945,2/16/1945,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Julio_César_Morales,https://upload.wikimedia.org/wikipedia/commons/d/de/Julio_C%C3%A9sar_Morales.jpg
Julio Losada,Delantero,1,1970,Peñarol,Uruguay,16 de junio de 1950,6/16/1950,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://www.auf.org.uy/julio-losada/,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/julio_losada_.jpg
Julio Maceiras,Guardameta,1,1954,Danubio,Uruguay,22 de abril de 1926,4/22/1926,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Julio_Maceiras,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/julio_maceiras_.jpg
Julio Montero Castillo,Centrocampista,2,"1970, 1974","Nacional, Granada",España,25 de abril de 1944,4/25/1944,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Julio_Montero_Castillo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Julio_Montero_Castillo_%281974%29.jpg/250px-Julio_Montero_Castillo_%281974%29.jpg
Julio Pérez,Delantero,2,"1950, 1954","River Plate, Nacional",Uruguay,19 de junio de 1926,6/19/1926,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Julio_Pérez_(futbolista),https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Urug1950.jpg/250px-Urug1950.jpg
Ladislao Mazurkiewicz,Guardameta,3,"1966, 1970, 1974","Peñarol, Peñarol, Atlético Mineiro","Uruguay, Uruguay, Brasil",14 de febrero de 1945,2/14/1945,Piriápolis,Maldonado,Uruguay,-34.86586,-55.27554,https://es.wikipedia.org/wiki/Ladislao_Mazurkiewicz,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/WK_74_training_Uruguay_in_Duitsburg%2C_keeper_Mazurkievic_laat_zijn_handen_zien%2C_Bestanddeelnr_927-2464.jpg/250px-WK_74_training_Uruguay_in_Duitsburg%2C_keeper_Mazurkievic_laat_zijn_handen_zien%2C_Bestanddeelnr_927-2464.jpg
Lorenzo Fernández,Centrocampista,1,1930,Peñarol,Uruguay,20 de mayo de 1900,5/20/1900,Redondela,,España,42.28185,-8.60917,https://es.wikipedia.org/wiki/Lorenzo_Fernández_(futbolista),https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/lorenzo_fernandez_.jpg
Lucas Torreira,Centrocampista,2,"2018, 2022","Sampdoria, Galatasaray","Italia, Turquía",11 de febrero de 1996,2/11/1996,Fray Bentos,Río Negro,Uruguay,-33.12729,-58.29883,https://es.wikipedia.org/wiki/Lucas_Torreira,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Lucas_Torreira.jpg/250px-Lucas_Torreira.jpg
Luis Alberto Cruz,Centrocampista,1,1954,Nacional,Uruguay,28 de abril de 1925,4/28/1925,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Luis_Alberto_Cruz,https://upload.wikimedia.org/wikipedia/commons/7/7e/Luis_Alberto_Cruz%2C_Estadio%2C_1951-02-24_%28406%29.jpg
Luis Cubilla,Delantero,3,"1962, 1970, 1974","Peñarol, Nacional","Uruguay, Uruguay",28 de marzo de 1940,3/28/1940,Paysandú,Paysandú,Uruguay,-32.31683,-58.08005,https://es.wikipedia.org/wiki/Luis_Cubilla,https://upload.wikimedia.org/wikipedia/commons/5/5c/LuisCubilla1984.png
Luis Ernesto Castro,Delantero,1,1954,Defensor,Uruguay,31 de julio de 1921,7/31/1921,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Luis_Ernesto_Castro,https://upload.wikimedia.org/wikipedia/commons/a/ac/Luis_Ernesto_Castro%2C_Estadio%2C_1948-03-06_%28251%29_%28cropped%29.jpg
Luis Garisto,Centrocampista,1,1974,Peñarol,Uruguay,3 de diciembre de 1945,12/3/1945,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Luis_Garisto,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Luis_Garisto_%28cropped%29.jpg/250px-Luis_Garisto_%28cropped%29.jpg
Luis Maidana,Guardameta,1,1962,Peñarol,Uruguay,22 de febrero de 1934,2/22/1934,Piriápolis,Maldonado,Uruguay,-34.86586,-55.27554,https://es.wikipedia.org/wiki/Luis_Maidana,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Pe%C3%B1arol_-_campeon_de_america_1961.jpg/250px-Pe%C3%B1arol_-_campeon_de_america_1961.jpg
Luis Ramos,Defensa,1,1966,Nacional,Uruguay,9 de octubre de 1939,10/9/1939,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,"https://es.wikipedia.org/wiki/Luis_Ramos_(futbolista_uruguayo,_1939)",https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/luis_ramos_.jpg
Luis Rijo,Delantero,1,1950,Central,Uruguay,28 de septiembre de 1927,9/28/1927,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Luis_Rijo,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/lusirijo222.jpg
Luis Suárez,Delantero,4,"2010, 2014, 2018, 2022","Ajax Ámsterdam, Liverpool, Barcelona, Nacional","Países Bajos, Inglaterra, España, Uruguay",24 de enero de 1987,1/24/1987,Salto,Salto,Uruguay,-31.38794,-57.96118,https://es.wikipedia.org/wiki/Luis_Alberto_Suárez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/suarez-luis-ct.jpg
Luis Ubiña,Defensa,2,"1966, 1970","Rampla Juniors, Nacional","Uruguay, Uruguay",7 de junio de 1940,6/7/1940,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Luis_Ubiña,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Luis_Ubi%C3%B1a_1970.jpg/250px-Luis_Ubi%C3%B1a_1970.jpg
Manuel Ugarte,Centrocampista,2,"2022, 2026","Sporting de Lisboa, Manchester United","Portugal, Inglaterra",11 de abril de 2001,4/11/2001,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Manuel_Ugarte_(futbolista),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/M.UGARTE.jpg/250px-M.UGARTE.jpg
Marcelo Romero,Centrocampista,1,2002,Málaga,España,4 de julio de 1976,7/4/1976,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Marcelo_Romero,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/marcelo_romero_gettyimages.jpg
Mario Ludovico Bergara,Delantero,1,1962,Nacional,Uruguay,1 de diciembre de 1937,12/1/1937,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://en.wikipedia.org/wiki/Mario_Bergara_(footballer),https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/mario_bergara_.jpg
Mario Omar Méndez,Defensa,1,1962,Nacional,Uruguay,11 de mayo de 1938,5/11/1938,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://www.auf.org.uy/mario-mendez/,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/mario_mendez_.jpg
Mario Regueiro,Centrocampista,1,2002,Racing de Santander,España,14 de septiembre de 1978,9/14/1978,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Mario_Ignacio_Regueiro,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/MarioIgnacioRegueiro.jpg/250px-MarioIgnacioRegueiro.jpg
Mario Saralegui,Centrocampista,1,1986,Elche,España,24 de abril de 1959,4/24/1959,Artigas,Artigas,Uruguay,-30.40432,-56.46923,https://es.wikipedia.org/wiki/Mario_Saralegui,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Penarol_v_cobreloa_saralegui.jpg/330px-Penarol_v_cobreloa_saralegui.jpg
Mario «Bombón» González,Defensa,1,1974,Peñarol,Uruguay,27 de mayo de 1950,5/27/1950,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Mario_«Bombón»_González,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/mario_gonzalez_panini.jpg
Martín Campaña,Guardameta,1,2018,Independiente,Argentina,29 de mayo de 1989,5/29/1989,Maldonado,Maldonado,Uruguay,-34.89794,-54.95004,https://es.wikipedia.org/wiki/Martín_Campaña,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Urug_tren_%284%29_-_%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg/250px-Urug_tren_%284%29_-_%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg
Martín Cáceres,Defensa,5,"2010, 2014, 2018, 2022, 2026","Barcelona, Juventus, Lazio, Los Angeles Galaxy, Juventud de Las Piedras","España, Italia, Italia, Estados Unidos, Uruguay",7 de abril de 1987,4/7/1987,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Martín_Cáceres,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Uruguay_-_Costa_Rica_FIFA_World_Cup_2014_%E2%80%93_Mart%C3%ADn_C%C3%A1ceres.jpg/330px-Uruguay_-_Costa_Rica_FIFA_World_Cup_2014_%E2%80%93_Mart%C3%ADn_C%C3%A1ceres.jpg
Martín Silva,Guardameta,3,"2010, 2014, 2018","Defensor Sporting, Vasco da Gama, Vasco Da Gama","Uruguay, Brasil",25 de marzo de 1983,3/25/1983,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Martín_Silva,https://upload.wikimedia.org/wikipedia/commons/2/25/Martin_Silva_cropped.jpg
Mathías Olivera,Defensa,2,"2022, 2026","Napoli, Napoli","Italia, Italia",31 de octubre de 1997,10/31/1997,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Mathías_Olivera,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Math%C3%ADas_Olivera_WC2022.jpg/250px-Math%C3%ADas_Olivera_WC2022.jpg
Matías González,Defensa,1,1950,Cerro,Uruguay,6 de agosto de 1925,8/6/1925,Artigas,Artigas,Uruguay,-30.40432,-56.46923,https://es.wikipedia.org/wiki/Matías_González,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Mat%C3%ADas_Gonz%C3%A1lez_%28cropped%29.png/250px-Mat%C3%ADas_Gonz%C3%A1lez_%28cropped%29.png
Matías Vecino,Centrocampista,2,"2018, 2022","Inter de Milán, Lazio",Italia,24 de agosto de 1991,8/24/1991,San Jacinto,Canelones,Uruguay,-34.54720,-55.87309,https://es.wikipedia.org/wiki/Matías_Vecino,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/20171114_AUT_URU_5030.jpg/250px-20171114_AUT_URU_5030.jpg
Matías Viña,Defensa,2,"2022, 2026","Roma, River Plate","Italia, Argentina",9 de noviembre de 1997,11/9/1997,Empalme Olmos,Canelones,Uruguay,-34.69243,-55.89833,https://es.wikipedia.org/wiki/Matías_Viña,https://upload.wikimedia.org/wikipedia/commons/b/b5/Mat%C3%ADas_Vi%C3%B1a.jpg
Mauricio Victorino,Defensa,1,2010,Universidad de Chile,Chile,11 de octubre de 1982,10/11/1982,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Mauricio_Victorino,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mauricio_Victorino_%28cropped%29.JPG/250px-Mauricio_Victorino_%28cropped%29.JPG
Maxi Gómez,Delantero,2,"2018, 2022","Celta de Vigo, Trabzonspor","España, Turquía",14 de agosto de 1996,8/14/1996,Paysandú,Paysandú,Uruguay,-32.31683,-58.08005,https://es.wikipedia.org/wiki/Maximiliano_Gómez,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Maxi_Gomez_2020.png/250px-Maxi_Gomez_2020.png
Maximiliano Pereira,Defensa,3,"2010, 2014, 2018","Benfica, Benfica, FC Porto","Portugal, Portugal, Portugal",8 de junio de 1984,6/8/1984,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Maximiliano_Pereira,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Maxi_Pereira.jpg/250px-Maxi_Pereira.jpg
Miguel Bossio,Centrocampista,1,1986,Peñarol,Uruguay,10 de junio de 1960,6/10/1960,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Miguel_Bossio_(futbolista),https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/miguel_bossio_getty.jpg
Miguel Capuccini,Guardameta,1,1930,Peñarol,Uruguay,5 de enero de 1904,1/5/1904,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Miguel_Capuccini,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/miguel_cappucini_.jpg
Miguel Ángel Melogno,Centrocampista,1,1930,Bella Vista,Uruguay,22 de marzo de 1905,3/22/1905,Salto,Salto,Uruguay,-31.38794,-57.96118,https://es.wikipedia.org/wiki/Miguel_Ángel_Melogno,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/angel_melogno_3.jpg
Milton Viera,Delantero,1,1966,Nacional,Uruguay,11 de mayo de 1946,5/11/1946,Rio de Janeiro,,Brasil,-22.90684,-43.17289,https://es.wikipedia.org/wiki/Milton_Viera,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Milton_Viera_Boca_Juniors.jpg/250px-Milton_Viera_Boca_Juniors.jpg
Mirto Davoine,Defensa,1,1954,Peñarol,Uruguay,13 de febrero de 1933,2/13/1933,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Mirto_Davoine,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/mirto_davoine_mundo-uruguayo.jpg
Nahitan Nández,Centrocampista,1,2018,Boca Juniors,Argentina,28 de diciembre de 1995,12/28/1995,Punta del Este,Maldonado,Uruguay,-34.93605,-54.93781,https://es.wikipedia.org/wiki/Nahitan_Nández,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Urug_tren_%283%29_-_%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg/250px-Urug_tren_%283%29_-_%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg
Nelson Diaz,Defensa,1,1966,Peñarol,Uruguay,12 de enero de 1942,1/12/1942,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://en.wikipedia.org/wiki/Nelson_D%C3%ADaz_(footballer),https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/nelson_diaz_.jpg
Nelson Gutiérrez,Defensa,2,"1986, 1990","River Plate, Verona","Argentina, Italia",13 de abril de 1962,4/13/1962,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Nelson_Gutiérrez,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Nelson_Guti%C3%A9rrez_in_1986_after_winning_the_1986_Intercontinental_Cup.jpg/250px-Nelson_Guti%C3%A9rrez_in_1986_after_winning_the_1986_Intercontinental_Cup.jpg
Nicolás Lodeiro,Centrocampista,2,"2010, 2014","Ajax Ámsterdam, Botafogo","Países Bajos, Brasil",21 de marzo de 1989,3/21/1989,Paysandú,Paysandú,Uruguay,-32.31683,-58.08005,https://es.wikipedia.org/wiki/Nicolás_Lodeiro,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Nicol%C3%A1s_Lodeiro_2017.jpg/250px-Nicol%C3%A1s_Lodeiro_2017.jpg
Nicolás Olivera,Centrocampista,1,2002,Sevilla,España,30 de mayo de 1978,5/30/1978,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Nicolás_Olivera,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/nicolas_olivera_pa.jpg
Nicolás de la Cruz,Centrocampista,2,"2022, 2026","River Plate, Flamengo","Argentina, Brasil",1 de junio de 1997,6/1/1997,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Nicolás_de_la_Cruz_Arcosa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Nicol%C3%A1s_de_la_Cruz.jpg/250px-Nicol%C3%A1s_de_la_Cruz.jpg
Néstor Carballo,Centrocampista,1,1954,Nacional,Uruguay,3 de febrero de 1929,2/3/1929,"Aires Puros, Montevideo",Montevideo,Uruguay,-34.85386,-56.18957,https://www.auf.org.uy/nestor-carballo/,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/nestor_carballo_.jpg
Néstor Gonçalves,Centrocampista,2,"1962, 1966",Peñarol,Uruguay,27 de abril de 1936,4/27/1936,"Baltasar Brum, Artigas",Artigas,Uruguay,-30.72183,-57.32838,https://es.wikipedia.org/wiki/Néstor_Gonçalves,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/N%C3%A9stor_Goncalves.jpg/250px-N%C3%A9stor_Goncalves.jpg
Obdulio Varela,Centrocampista,2,"1950, 1954",Peñarol,Uruguay,20 de septiembre de 1917,9/20/1917,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Obdulio_Varela,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/FIFA_logo_without_slogan.svg/40px-FIFA_logo_without_slogan.svg.png
Omar Caetano,Defensa,2,"1966, 1970",Peñarol,Uruguay,8 de noviembre de 1938,11/8/1938,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Omar_Caetano,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/omar_caetano.jpg
Omar Méndez,Delantero,1,1954,Nacional,Uruguay,7 de agosto de 1934,8/7/1934,San José de Mayo,San José,Uruguay,-34.33913,-56.71461,https://es.wikipedia.org/wiki/Omar_Méndez,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/omar_pedro_mendez_.jpg
Oscar Zubía,Delantero,1,1970,River Plate,Argentina,8 de febrero de 1946,2/8/1946,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Oscar_Zubía,https://upload.wikimedia.org/wikipedia/commons/2/2a/%C3%93scar_Zub%C3%ADa.jpg
Pablo Bengoechea,Centrocampista,1,1990,Sevilla,España,27 de junio de 1965,6/27/1965,Rivera,Rivera,Uruguay,-30.90306,-55.54211,https://es.wikipedia.org/wiki/Pablo_Bengoechea,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Pablo_Bengoechea_DT.jpg/330px-Pablo_Bengoechea_DT.jpg
Pablo Dorado,Delantero,1,1930,Bella Vista,Uruguay,22 de junio de 1908,6/22/1908,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Pablo_Dorado,https://upload.wikimedia.org/wikipedia/commons/3/31/Pablo_Dorado_%28cropped%29.JPG
Pablo Forlán,Defensa,2,"1966, 1974","Peñarol, Sao Paulo",Brasil,14 de julio de 1945,7/14/1945,Mercedes,Soriano,Uruguay,-33.24863,-58.01876,https://es.wikipedia.org/wiki/Pablo_Forlán,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/pablo_forlan_.jpg
Pablo García,Centrocampista,1,2002,Venezia,Italia,11 de mayo de 1977,5/11/1977,Joaquín Suárez,Canelones,Uruguay,-34.73379,-56.03274,https://es.wikipedia.org/wiki/Pablo_Gabriel_García_Pérez,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Pablogarcia.JPG/250px-Pablogarcia.JPG
Paolo Montero,Defensa,1,2002,Juventus,Italia,3 de septiembre de 1971,9/3/1971,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Paolo_Montero,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Paolo_Montero.jpg/330px-Paolo_Montero.jpg
Pedro Cubilla,Centrocampista,1,1962,Rampla Juniors,Uruguay,25 de agosto de 1933,8/25/1933,Paysandú,Paysandú,Uruguay,-32.31683,-58.08005,https://es.wikipedia.org/wiki/Pedro_Cubilla,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/pedro_cubilla_.jpg
Pedro Petrone,Delantero,1,1930,Nacional,Uruguay,11 de mayo de 1905,5/11/1905,Montevideo,Montevideo,Uruguay,-34.90550,-56.18511,https://es.wikipedia.org/wiki/Pedro_Petrone,https://www.auf.org.uy/imagenes/img_contenido/seleccion_jugador/a/pedro_petrone_2.jpg
Pedro Rocha,Centrocampista,3,"1962, 1970, 1974","Peñarol, Sao Paulo","Uruguay, Brasil",3 de diciembre de 1942,12/3/1942,Salto,Salto,Uruguay,-31.38794,-57.96118,https://es.wikipedia.org/wiki/Pedro_Virgilio_Rocha,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Pedro_Rocha_c1966b.jpg/250px-Pedro_Rocha_c1966b.jpg
